,text
365,"['further in', 'in that', 'that territory', 'territory of', 'of the', 'the kuru', 'kuru people', 'people the', 'the four', 'four classes', 'classes ', ' bhikkhu', 'bhikkhu bhikkhuni', 'bhikkhuni upasaka', 'upasaka upasika', 'upasika ', ' generally', 'generally by', 'by nature', 'nature were', 'were earnest', 'earnest in', 'in the', 'the application', 'application of', 'of the', 'the arousing', 'arousing of', 'of mindfulness', 'mindfulness to', 'to their', 'their daily', 'daily life', 'life at', 'at the', 'the very', 'very lowest', 'lowest even', 'even servants', 'servants usually', 'usually spoke', 'spoke with', 'with mindfulness', 'mindfulness at', 'at wells', 'wells or', 'or in', 'in spinning', 'spinning halls', 'halls useless', 'useless talk', 'talk was', 'was not', 'not heard', 'heard if', 'if some', 'some woman', 'woman asked', 'asked of', 'of another', 'another woman', 'woman mother', 'mother which', 'which arousing', 'arousing of', 'of mindfulness', 'mindfulness do', 'do you', 'you practice', 'practice and', 'and got', 'got the', 'the reply', 'reply none', 'none at', 'at all', 'all then', 'then that', 'that woman', 'woman who', 'who replied', 'replied so', 'so was', 'was reproached', 'reproached thus', 'thus your', 'your life', 'life is', 'is shameful', 'shameful though', 'though you', 'you live', 'live you', 'you are', 'are as', 'as if', 'if dead', 'dead and', 'and was', 'was taught', 'taught one', 'one of', 'of the', 'the kinds', 'kinds of', 'of mindfulnessarousing', 'mindfulnessarousing but', 'but on', 'on being', 'being questioned', 'questioned if', 'if she', 'she said', 'said that', 'that she', 'she was', 'was practicing', 'practicing such', 'such and', 'and such', 'such an', 'an arousing', 'arousing of', 'of mindfulness', 'mindfulness then', 'then she', 'she was', 'was praised', 'praised thus', 'thus well', 'well done', 'done well', 'well done', 'done your', 'your life', 'life is', 'is blessed', 'blessed you', 'you are', 'are really', 'really one', 'one who', 'who has', 'has attained', 'attained to', 'to the', 'the human', 'human state', 'state for', 'for you', 'you the', 'the sammasambuddhas', 'sammasambuddhas have', 'have come', 'come to', 'to be']"
366,[]
367,"['with a', 'a perfect', 'perfect climate', 'climate comfortable', 'comfortable conditions', 'conditions this', 'this includes', 'includes such', 'such items', 'items as', 'as wholesome', 'wholesome food', 'food and', 'and drink', 'drink essential', 'essential for', 'for maintaining', 'maintaining mind', 'mind and', 'and body', 'body unimpaired']"
368,[]
369,"['the only', 'only way', 'way ', ' the', 'the one', 'one way', 'way ekayanoti', 'ekayanoti ekamaggo', 'ekamaggo there', 'there are', 'are many', 'many words', 'words for', 'for way', 'way the', 'the word', 'word used', 'used for', 'for way', 'way here', 'here is', 'is ayana', 'ayana going', 'going or', 'or road', 'road therefore', 'therefore this', 'this is', 'is the', 'the only', 'only way', 'way o', 'o bhikkhus', 'bhikkhus ekayano', 'ekayano ayam', 'ayam bhikkhave', 'bhikkhave maggo', 'maggo means', 'means here', 'here a', 'a single', 'single way', 'way going', 'going or', 'or road', 'road o', 'o bhikkhus', 'bhikkhus is', 'is this', 'this way', 'way it', 'it is', 'is not', 'not of', 'of the', 'the nature', 'nature of', 'of a', 'a double', 'double way', 'way ekamaggo', 'ekamaggo ayam', 'ayam bhikkhave', 'bhikkhave maggo', 'maggo na', 'na dvedhapathabhuto']"
370,[]
371,"['or it', 'it is', 'is the', 'the only', 'only way', 'way because', 'because it', 'it has', 'has to', 'to be', 'be trodden', 'trodden by', 'by oneself', 'oneself only', 'only ekeneva', 'ekeneva ayitabbo', 'ayitabbo that', 'that is', 'is without', 'without a', 'a companion', 'companion the', 'the state', 'state of', 'of being', 'being companionless', 'companionless is', 'is twofold', 'twofold without', 'without a', 'a comrade', 'comrade after', 'after abandoning', 'abandoning contact', 'contact with', 'with the', 'the crowd', 'crowd and', 'and in', 'in the', 'the sense', 'sense of', 'of being', 'being withdrawn', 'withdrawn or', 'or secluded', 'secluded from', 'from craving', 'craving through', 'through tranquillity', 'tranquillity of', 'of mind']"
372,[]
373,"['or it', 'it is', 'is called', 'called ekayana', 'ekayana because', 'because it', 'it is', 'is the', 'the way', 'way of', 'of the', 'the one', 'one ekassa', 'ekassa ayana', 'ayana of', 'of the', 'the one', 'one ', 'of the', 'the best', 'best of', 'of all', 'all beings', 'beings the', 'the blessed', 'blessed one', 'one is', 'is best', 'best therefore', 'therefore it', 'it is', 'is called', 'called the', 'the blessed', 'blessed ones', 'ones way', 'way although', 'although others', 'others too', 'too go', 'go along', 'along that', 'that way', 'way it', 'it is', 'is the', 'the buddhas', 'buddhas because', 'because he', 'he creates', 'creates it', 'it accordingly', 'accordingly it', 'it is', 'is said', 'said he', 'he the', 'the blessed', 'blessed one', 'one is', 'is the', 'the creator', 'creator of', 'of the', 'the uncreated', 'uncreated path', 'path o', 'o brahman', 'brahman it', 'it proceeds', 'proceeds or', 'or exists', 'exists only', 'only in', 'in this', 'this doctrineanddiscipline', 'doctrineanddiscipline and', 'and not', 'not in', 'in any', 'any other', 'other accordingly', 'accordingly the', 'the master', 'master declared', 'declared subhadda', 'subhadda only', 'only in', 'in this', 'this doctrineanddiscipline', 'doctrineanddiscipline is', 'is the', 'the eightfold', 'eightfold way', 'way to', 'to be', 'be found', 'found and', 'and further', 'further ekayana', 'ekayana means', 'means it', 'it goes', 'goes to', 'to the', 'the one', 'one ekam', 'ekam ayati', 'ayati ', ' that', 'that is', 'is it', 'it the', 'the way', 'way goes', 'goes solely', 'solely to', 'to nibbana', 'nibbana although', 'although in', 'in the', 'the earlier', 'earlier stages', 'stages this', 'this method', 'method of', 'of meditation', 'meditation proceeds', 'proceeds on', 'on different', 'different lines', 'lines in', 'in the', 'the latter', 'latter it', 'it goes', 'goes to', 'to just', 'just the', 'the one', 'one nibbana', 'nibbana and', 'and that', 'that is', 'is why', 'why brahma', 'brahma sahampati', 'sahampati said']"
374,[]
375,"['whose mind', 'mind perceiving', 'perceiving lifes', 'lifes last', 'last dying', 'dying out']"
376,"['vibrates with', 'with love', 'love he', 'he knows', 'knows the', 'the only', 'only way']"
377,"['that led', 'led in', 'in ancient', 'ancient times', 'times is', 'is leading', 'leading now']"
378,"['and in', 'in the', 'the future', 'future will', 'will lead', 'lead past', 'past the', 'the flood']"
379,[]
380,"['as nibbana', 'nibbana is', 'is without', 'without a', 'a second', 'second that', 'that is', 'is without', 'without craving', 'craving as', 'as accompanying', 'accompanying quality', 'quality it', 'it is', 'is called', 'called the', 'the one', 'one hence', 'hence it', 'it is', 'is said', 'said truth', 'truth is', 'is one', 'one it', 'it is', 'is without', 'without a', 'a second']"
381,[]
382,"['why is', 'is the', 'the arousing', 'arousing of', 'of mindfulness', 'mindfulness intended', 'intended by', 'by the', 'the word', 'word way', 'way are', 'are there', 'there not', 'not many', 'many other', 'other factors', 'factors of', 'of the', 'the way', 'way namely', 'namely understanding', 'understanding thinking', 'thinking speech', 'speech action', 'action livelihood', 'livelihood effort', 'effort and', 'and concentration', 'concentration besides', 'besides mindfulness', 'mindfulness to', 'to be', 'be sure', 'sure there', 'there are', 'are but', 'but all', 'all these', 'these are', 'are implied', 'implied when', 'when the', 'the arousing', 'arousing of', 'of mindfulness', 'mindfulness is', 'is mentioned', 'mentioned because', 'because these', 'these factors', 'factors exist', 'exist in', 'in union', 'union with', 'with mindfulness', 'mindfulness knowledge', 'knowledge energy', 'energy and', 'and the', 'the like', 'like are', 'are mentioned', 'mentioned in', 'in the', 'the analytically', 'analytically expository', 'expository portion', 'portion niddese', 'niddese in', 'in the', 'the synopsis', 'synopsis uddese', 'uddese however', 'however the', 'the consideration', 'consideration should', 'should be', 'be regarded', 'regarded as', 'as that', 'that of', 'of mindfulness', 'mindfulness alone', 'alone by', 'by way', 'way of', 'of the', 'the mental', 'mental disposition', 'disposition of', 'of those', 'those capable', 'capable of', 'of being', 'being trained']"
383,[]
384,"['some keci', 'keci however', 'however construing', 'construing according', 'according to', 'to the', 'the stanza', 'stanza beginning', 'beginning with', 'with the', 'the words', 'words they', 'they do', 'do not', 'not go', 'go twice', 'twice to', 'to the', 'the further', 'further shore', 'shore na', 'na param', 'param digunam', 'digunam yanti', 'yanti say', 'say one', 'one goes', 'goes to', 'to nibbana', 'nibbana once', 'once therefore', 'therefore it', 'it is', 'is ekayana', 'ekayana this', 'this explanation', 'explanation is', 'is not', 'not proper', 'proper because', 'because in', 'in this', 'this instruction', 'instruction the', 'the earlier', 'earlier part', 'part of', 'of the', 'the path', 'path is', 'is intended', 'intended to', 'to be', 'be presented', 'presented the', 'the preliminary', 'preliminary part', 'part of', 'of the', 'the way', 'way of', 'of mindfulness', 'mindfulness proceeding', 'proceeding in', 'in the', 'the four', 'four objects', 'objects of', 'of contemplation', 'contemplation is', 'is meant', 'meant here', 'here and', 'and not', 'not the', 'the supramundane', 'supramundane way', 'way of', 'of mindfulness', 'mindfulness and', 'and that', 'that preliminary', 'preliminary part', 'part of', 'of the', 'the path', 'path proceeds', 'proceeds for', 'for the', 'the aspirant', 'aspirant many', 'many times', 'times or', 'or it', 'it may', 'may be', 'be said', 'said that', 'that there', 'there is', 'is many', 'many a', 'a going', 'going on', 'on it', 'it by', 'by way', 'way of', 'of repetition', 'repetition of', 'of practice']"
385,[]
386,"['in what', 'what sense', 'sense is', 'is it', 'it a', 'a way', 'way in', 'in the', 'the sense', 'sense of', 'of the', 'the path', 'path going', 'going towards', 'towards nibbana', 'nibbana and', 'and in', 'in the', 'the sense', 'sense of', 'of the', 'the path', 'path which', 'which is', 'is the', 'the one', 'one that', 'that should', 'should be', 'be or', 'or is', 'is fit', 'fit to', 'to be', 'be traversed', 'traversed by', 'by those', 'those who', 'who wish', 'wish to', 'to reach', 'reach nibbana']"
387,[]
388,"['regarding the', 'the only', 'only way', 'way there', 'there is', 'is the', 'the following', 'following account', 'account of', 'of a', 'a discussion', 'discussion that', 'that took', 'took place', 'place long', 'long ago']"
389,[]
390,"['the elder', 'elder tipitaka', 'tipitaka culla', 'culla naga', 'naga said', 'said the', 'the way', 'way of', 'of mindfulnessarousing', 'mindfulnessarousing as', 'as expounded', 'expounded in', 'in our', 'our discourse', 'discourse is', 'is the', 'the mundane', 'mundane preliminary', 'preliminary part', 'part of', 'of the', 'the eightfold', 'eightfold way']"
391,[]
392,"['his teacher', 'teacher the', 'the elder', 'elder culla', 'culla summa', 'summa said', 'said the', 'the way', 'way is', 'is a', 'a mixed', 'mixed one', 'one a', 'a way', 'way that', 'that is', 'is both', 'both mundane', 'mundane and', 'and supramundane']"
393,[]
394,"['the pupil', 'pupil reverend', 'reverend sir', 'sir it', 'it is', 'is the', 'the preliminary', 'preliminary part']"
395,[]
396,"['the teacher', 'teacher friend', 'friend it', 'it is', 'is the', 'the mixed', 'mixed way']"
397,[]
398,"['as the', 'the teacher', 'teacher was', 'was insistent', 'insistent the', 'the pupil', 'pupil became', 'became silent', 'silent they', 'they went', 'went away', 'away without', 'without coming', 'coming to', 'to a', 'a decision']"
399,[]
400,"['on the', 'the way', 'way to', 'to the', 'the bathing', 'bathing place', 'place the', 'the teacher', 'teacher considered', 'considered the', 'the matter', 'matter he', 'he recited', 'recited the', 'the discourse', 'discourse when', 'when he', 'he came', 'came to', 'to the', 'the part', 'part where', 'where it', 'it is', 'is said', 'said o', 'o bhikkhus', 'bhikkhus should', 'should any', 'any person', 'person maintain', 'maintain the', 'the four', 'four arousings', 'arousings of', 'of mindfulness', 'mindfulness in', 'in this', 'this manner', 'manner for', 'for seven', 'seven years', 'years he', 'he concluded', 'concluded that', 'that after', 'after producing', 'producing the', 'the consciousness', 'consciousness of', 'of the', 'the supramundane', 'supramundane path', 'path there', 'there was', 'was no', 'no possibility', 'possibility of', 'of continuing', 'continuing in', 'in that', 'that state', 'state of', 'of mind', 'mind for', 'for seven', 'seven years', 'years and', 'and that', 'that his', 'his pupil', 'pupil culla', 'culla naga', 'naga was', 'was right', 'right on', 'on that', 'that very', 'very day', 'day which', 'which happened', 'happened to', 'to be', 'be the', 'the eighth', 'eighth of', 'of the', 'the lunar', 'lunar fortnight', 'fortnight it', 'it was', 'was the', 'the elder', 'elder culla', 'culla nagas', 'nagas turn', 'turn to', 'to expound', 'expound the', 'the dhamma', 'dhamma when', 'when the', 'the exposition', 'exposition was', 'was about', 'about to', 'to begin', 'begin the', 'the elder', 'elder culla', 'culla summa', 'summa went', 'went to', 'to the', 'the hall', 'hall of', 'of preaching', 'preaching and', 'and stood', 'stood behind', 'behind the', 'the pulpit']"
401,[]
402,"['after the', 'the pupil', 'pupil had', 'had recited', 'recited the', 'the preliminary', 'preliminary stanzas', 'stanzas the', 'the teacher', 'teacher spoke', 'spoke to', 'to the', 'the pupil', 'pupil in', 'in the', 'the hearing', 'hearing of', 'of others', 'others saying', 'saying friend', 'friend culla', 'culla naga', 'naga the', 'the pupil', 'pupil heard', 'heard the', 'the voice', 'voice of', 'of his', 'his teacher', 'teacher and', 'and replied', 'replied what', 'what is', 'is it', 'it reverend', 'reverend sir', 'sir the', 'the teacher', 'teacher said', 'said this', 'this to', 'to say', 'say as', 'as i', 'i did', 'did that', 'that the', 'the way', 'way is', 'is a', 'a mixed', 'mixed one', 'one is', 'is not', 'not right', 'right you', 'you are', 'are right', 'right in', 'in calling', 'calling it', 'it the', 'the preliminary', 'preliminary part', 'part of', 'of the', 'the way', 'way of', 'of mindfulnessarousing', 'mindfulnessarousing thus', 'thus the', 'the elders', 'elders of', 'of old', 'old were', 'were not', 'not envious', 'envious and', 'and did', 'did not', 'not go', 'go about', 'about holding', 'holding up', 'up only', 'only what', 'what they', 'they liked', 'liked as', 'as though', 'though it', 'it were', 'were a', 'a bundle', 'bundle of', 'of sugarcane', 'sugarcane they', 'they took', 'took up', 'up what', 'what was', 'was rational', 'rational they', 'they gave', 'gave up', 'up what', 'what was', 'was not']"
